name,brand,city,country,region,category,off_peak_points,standard_points,peak_points,hotel_url,all_inclusive,notes
Hyatt Place Edmonton-West,Hyatt Place,Edmonton,Canada,americas,1,,,,,false,
Hyatt Place Prince George,Hyatt Place,Prince George,Canada,americas,1,,,,,false,
Hyatt Place Moncton / Downtown,Hyatt Place,Moncton,Canada,americas,1,,,,,false,
Hyatt Place Windsor,Hyatt Place,Windsor,Canada,americas,1,,,,,false,
Hyatt Studios Mobile / Tillmans Corner,Hyatt Studios,Mobile,United States,americas,1,,,,,false,
Hyatt Place Tucson-Central,Hyatt Place,Tucson,United States,americas,1,,,,,false,
Hyatt Place Atlanta Airport-North,Hyatt Place,Atlanta,United States,americas,1,,,,,false,
Hyatt Place Atlanta Airport-South,Hyatt Place,Atlanta,United States,americas,1,,,,,false,
Hyatt Place Atlanta/Duluth/Johns Creek,Hyatt Place,Duluth,United States,americas,1,,,,,false,
Hyatt Place Atlanta/Norcross/Peachtree,Hyatt Place,Norcross,United States,americas,1,,,,,false,
Hyatt Place Columbus-North,Hyatt Place,Columbus,United States,americas,1,,,,,false,Georgia
Hyatt House Chicago/Naperville/Warrenville,Hyatt House,Naperville,United States,americas,1,,,,,false,
Hyatt House Chicago/Schaumburg,Hyatt House,Schaumburg,United States,americas,1,,,,,false,
Hyatt House East Moline / Quad Cities,Hyatt House,East Moline,United States,americas,1,,,,,false,
Hyatt Place Chicago/Hoffman Estates,Hyatt Place,Hoffman Estates,United States,americas,1,,,,,false,
Hyatt Place Chicago/Itasca,Hyatt Place,Itasca,United States,americas,1,,,,,false,
Hyatt Place Chicago/Naperville/Warrenville,Hyatt Place,Naperville,United States,americas,1,,,,,false,
Hyatt Place Chicago/Schaumburg,Hyatt Place,Schaumburg,United States,americas,1,,,,,false,
Hyatt Place East Moline / Quad Cities,Hyatt Place,East Moline,United States,americas,1,,,,,false,
Hyatt Regency Lisle near Naperville,Hyatt Regency,Lisle,United States,americas,1,,,,,false,
"Hyatt Regency Schaumburg, Chicago",Hyatt Regency,Schaumburg,United States,americas,1,,,,,false,
Hyatt Place Fort Wayne – Northwest,Hyatt Place,Fort Wayne,United States,americas,1,,,,,false,
Hyatt Place at Wichita State University,Hyatt Place,Wichita,United States,americas,1,,,,,false,
Hyatt Place Topeka,Hyatt Place,Topeka,United States,americas,1,,,,,false,
Hyatt Regency Wichita,Hyatt Regency,Wichita,United States,americas,1,,,,,false,
Hyatt Place Cincinnati Airport/Florence,Hyatt Place,Florence,United States,americas,1,,,,,false,Kentucky
Hyatt Place Baton Rouge/I-10,Hyatt Place,Baton Rouge,United States,americas,1,,,,,false,
Hyatt Place Baltimore/BWI Airport,Hyatt Place,Baltimore,United States,americas,1,,,,,false,
Hyatt Place Baltimore/Owings Mills,Hyatt Place,Owings Mills,United States,americas,1,,,,,false,
Hyatt Place Flint / Grand Blanc,Hyatt Place,Grand Blanc,United States,americas,1,,,,,false,
Hyatt Place Columbus,Hyatt Place,Columbus,United States,americas,1,,,,,false,Mississippi
Hyatt Place Jackson/Ridgeland,Hyatt Place,Ridgeland,United States,americas,1,,,,,false,
Hyatt House Mt. Laurel,Hyatt House,Mt. Laurel,United States,americas,1,,,,,false,
Hyatt Place Mt. Laurel,Hyatt Place,Mt. Laurel,United States,americas,1,,,,,false,
Hyatt Regency Rochester,Hyatt Regency,Rochester,United States,americas,1,,,,,false,
Hyatt House Raleigh / RDU / Brier Creek,Hyatt House,Raleigh,United States,americas,1,,,,,false,
Hyatt House Raleigh Durham Airport,Hyatt House,Raleigh,United States,americas,1,,,,,false,
Hyatt Place Charlotte Airport / Billy Graham Parkway,Hyatt Place,Charlotte,United States,americas,1,,,,,false,
Hyatt Place Charlotte Airport/Lake Pointe,Hyatt Place,Charlotte,United States,americas,1,,,,,false,
Hyatt Place Charlotte/Arrowood,Hyatt Place,Charlotte,United States,americas,1,,,,,false,
Hyatt Place Durham/Southpoint,Hyatt Place,Durham,United States,americas,1,,,,,false,
Hyatt Place Raleigh-Durham Airport,Hyatt Place,Raleigh,United States,americas,1,,,,,false,
Hyatt House Minot,Hyatt House,Minot,United States,americas,1,,,,,false,
Hyatt Place Cincinnati / Sharonville Convention Center,Hyatt Place,Sharonville,United States,americas,1,,,,,false,
Hyatt Place Cincinnati/Blue Ash,Hyatt Place,Blue Ash,United States,americas,1,,,,,false,
Hyatt Place Columbus/Dublin,Hyatt Place,Dublin,United States,americas,1,,,,,false,Ohio
Hyatt Place Columbus/Worthington,Hyatt Place,Worthington,United States,americas,1,,,,,false,
Hyatt Place Columbia/Harbison,Hyatt Place,Columbia,United States,americas,1,,,,,false,
Hyatt Place Greenville/Haywood,Hyatt Place,Greenville,United States,americas,1,,,,,false,
Hyatt Place North Charleston,Hyatt Place,North Charleston,United States,americas,1,,,,,false,
Hyatt Place Sumter / Downtown,Hyatt Place,Sumter,United States,americas,1,,,,,false,
Hyatt Place Memphis/Germantown,Hyatt Place,Germantown,United States,americas,1,,,,,false,
Hyatt Place Memphis/Primacy Parkway,Hyatt Place,Memphis,United States,americas,1,,,,,false,
Hyatt House Dallas/Addison,Hyatt House,Addison,United States,americas,1,,,,,false,
Hyatt House Dallas/Las Colinas,Hyatt House,Irving,United States,americas,1,,,,,false,
Hyatt House Dallas/Lincoln Park,Hyatt House,Dallas,United States,americas,1,,,,,false,
Hyatt House Houston/Galleria,Hyatt House,Houston,United States,americas,1,,,,,false,
Hyatt Place Dallas / Las Colinas,Hyatt Place,Irving,United States,americas,1,,,,,false,
Hyatt Place Dallas / Rockwall,Hyatt Place,Rockwall,United States,americas,1,,,,,false,
Hyatt Place Dallas-North/by the Galleria,Hyatt Place,Dallas,United States,americas,1,,,,,false,
Hyatt Place Dallas/Garland/Richardson,Hyatt Place,Garland,United States,americas,1,,,,,false,
Hyatt Place Dallas/Park Central,Hyatt Place,Dallas,United States,americas,1,,,,,false,
Hyatt Place Dallas/Plano,Hyatt Place,Plano,United States,americas,1,,,,,false,
Hyatt Place Dallas/The Colony,Hyatt Place,The Colony,United States,americas,1,,,,,false,
Hyatt Place El Paso Airport,Hyatt Place,El Paso,United States,americas,1,,,,,false,
Hyatt Place Fort Worth/Cityview,Hyatt Place,Fort Worth,United States,americas,1,,,,,false,
Hyatt Place Fort Worth/Hurst,Hyatt Place,Hurst,United States,americas,1,,,,,false,
Hyatt Place Houston NW Vintage Park,Hyatt Place,Houston,United States,americas,1,,,,,false,
Hyatt Place Houston-Northwest / Cy-Fair,Hyatt Place,Houston,United States,americas,1,,,,,false,
Hyatt Place Houston/Katy,Hyatt Place,Katy,United States,americas,1,,,,,false,
Hyatt Place Waco - South,Hyatt Place,Waco,United States,americas,1,,,,,false,
Hyatt Regency Houston West,Hyatt Regency,Houston,United States,americas,1,,,,,false,
Hyatt House Sterling/Dulles Airport-North,Hyatt House,Sterling,United States,americas,1,,,,,false,
Hyatt Place Chantilly/Dulles Airport-South,Hyatt Place,Chantilly,United States,americas,1,,,,,false,
Hyatt Place Herndon/Dulles Airport-East,Hyatt Place,Herndon,United States,americas,1,,,,,false,
Hyatt Place Richmond Airport,Hyatt Place,Richmond,United States,americas,1,,,,,false,
Hyatt Place Richmond/Arboretum,Hyatt Place,Richmond,United States,americas,1,,,,,false,
Hyatt Place Richmond/Innsbrook,Hyatt Place,Richmond,United States,americas,1,,,,,false,
Hyatt Place Roanoke Airport/Valley View Mall,Hyatt Place,Roanoke,United States,americas,1,,,,,false,
Hyatt Place Sterling/Dulles Airport-North,Hyatt Place,Sterling,United States,americas,1,,,,,false,
Hyatt Select Richmond / Chester,Hyatt Select,Chester,United States,americas,1,,,,,false,
Hyatt Place Milwaukee Airport,Hyatt Place,Milwaukee,United States,americas,1,,,,,false,
Hyatt Place Macaé,Hyatt Place,Macaé,Brazil,americas,1,,,,,false,
Hyatt Place Sao Jose do Rio Preto,Hyatt Place,Sao Jose do Rio Preto,Brazil,americas,1,,,,,false,
Hyatt Place Santiago/Vitacura,Hyatt Place,Santiago,Chile,americas,1,,,,,false,
Hyatt Place Bogota / Convention Center,Hyatt Place,Bogota,Colombia,americas,1,,,,,false,
Hyatt Place San Jose/Pinares,Hyatt Place,San Jose,Costa Rica,americas,1,,,,,false,
Hyatt Place San Pedro Sula,Hyatt Place,San Pedro Sula,Honduras,americas,1,,,,,false,
Hyatt Place Tegucigalpa,Hyatt Place,Tegucigalpa,Honduras,americas,1,,,,,false,
Hyatt Centric Campestre León,Hyatt Centric,León,Mexico,americas,1,,,,,false,
Hyatt House Mexico City/Santa Fe,Hyatt House,Mexico City,Mexico,americas,1,,,,,false,
Hyatt House Monterrey Valle / San Pedro,Hyatt House,Monterrey,Mexico,americas,1,,,,,false,
Hyatt Place Aguascalientes/Bonaterra,Hyatt Place,Aguascalientes,Mexico,americas,1,,,,,false,
Hyatt Place Los Cabos,Hyatt Place,Los Cabos,Mexico,americas,1,,,,,false,
Hyatt Place Merida / Via Montejo,Hyatt Place,Merida,Mexico,americas,1,,,,,false,Newly added
Hyatt Place Monterrey Valle,Hyatt Place,Monterrey,Mexico,americas,1,,,,,false,
Hyatt Place Saltillo,Hyatt Place,Saltillo,Mexico,americas,1,,,,,false,
Hyatt Regency Merida,Hyatt Regency,Merida,Mexico,americas,1,,,,,false,
Hyatt Regency San Luis Potosí,Hyatt Regency,San Luis Potosí,Mexico,americas,1,,,,,false,
Hyatt Regency Villahermosa,Hyatt Regency,Villahermosa,Mexico,americas,1,,,,,false,
Hyatt Place Managua,Hyatt Place,Managua,Nicaragua,americas,1,,,,,false,
Hyatt Place Rouen,Hyatt Place,Rouen,France,europe,1,,,,,false,Normandy
Hyatt House Frankfurt Eschborn,Hyatt House,Frankfurt,Germany,europe,1,,,,,false,
Lindner Hotel Frankfurt Hochst,Lindner Hotel,Frankfurt,Germany,europe,1,,,,,false,
Me and All Hotel Ulm,Me and All Hotel,Ulm,Germany,europe,1,,,,,false,
Hyatt Place Krakow,Hyatt Place,Krakow,Poland,europe,1,,,,,false,
Lindner Hotel Bratislava,Lindner Hotel,Bratislava,Slovakia,europe,1,,,,,false,
Story Hotel Stockholm North,Story Hotel,Stockholm,Sweden,europe,1,,,,,false,
Hyatt House Gebze,Hyatt House,Gebze,Türkiye,europe,1,,,,,false,
Grand Hyatt Amman,Grand Hyatt,Amman,Jordan,middle_east_africa,1,,,,,false,
Hyatt House Nairobi Westlands,Hyatt House,Nairobi,Kenya,middle_east_africa,1,,,,,false,
Hyatt Place Nairobi Westlands,Hyatt Place,Nairobi,Kenya,middle_east_africa,1,,,,,false,
Hyatt Regency Oryx Doha,Hyatt Regency,Doha,Qatar,middle_east_africa,1,,,,,false,
Hyatt House Johannesburg Rosebank,Hyatt House,Johannesburg,South Africa,middle_east_africa,1,,,,,false,
Hyatt House Johannesburg Sandton,Hyatt House,Johannesburg,South Africa,middle_east_africa,1,,,,,false,
Hyatt Regency Cape Town,Hyatt Regency,Cape Town,South Africa,middle_east_africa,1,,,,,false,
Hyatt Place Dubai Al Rigga,Hyatt Place,Dubai,United Arab Emirates,middle_east_africa,1,,,,,false,
Hyatt Place Dubai Baniyas Square,Hyatt Place,Dubai,United Arab Emirates,middle_east_africa,1,,,,,false,Coming soon
Hyatt Place Dubai Jumeirah,Hyatt Place,Dubai,United Arab Emirates,middle_east_africa,1,,,,,false,
Hyatt Place Dubai Wasl District,Hyatt Place,Dubai,United Arab Emirates,middle_east_africa,1,,,,,false,
Hyatt Regency Baku,Hyatt Regency,Baku,Azerbaijan,asia_pacific,1,,,,,false,
Hyatt Place Dhaka Uttara,Hyatt Place,Dhaka,Bangladesh,asia_pacific,1,,,,,false,Newly added
Hyatt Place Vijayawada,Hyatt Place,Vijayawada,India,asia_pacific,1,,,,,false,Andhra Pradesh
Hyatt Place Bodh Gaya,Hyatt Place,Bodh Gaya,India,asia_pacific,1,,,,,false,Bihar
Hyatt Centric Sector 17 Chandigarh,Hyatt Centric,Chandigarh,India,asia_pacific,1,,,,,false,
Hyatt Raipur,Hyatt,Raipur,India,asia_pacific,1,,,,,false,Chhattisgarh
Hyatt Centric Janakpuri New Delhi,Hyatt Centric,New Delhi,India,asia_pacific,1,,,,,false,
Hyatt Place Gurgaon Udyog Vihar,Hyatt Place,Gurgaon,India,asia_pacific,1,,,,,false,
Hyatt Regency Gurgaon,Hyatt Regency,Gurgaon,India,asia_pacific,1,,,,,false,
Hyatt Place Goa Candolim,Hyatt Place,Candolim,India,asia_pacific,1,,,,,false,Goa
Ronil Goa,Ronil,Goa,India,asia_pacific,1,,,,,false,
Hyatt Ahmedabad,Hyatt,Ahmedabad,India,asia_pacific,1,,,,,false,Gujarat
Hyatt Place Bharuch,Hyatt Place,Bharuch,India,asia_pacific,1,,,,,false,
Hyatt Place Vadodara,Hyatt Place,Vadodara,India,asia_pacific,1,,,,,false,
Hyatt Regency Ahmedabad,Hyatt Regency,Ahmedabad,India,asia_pacific,1,,,,,false,
Hyatt Centric Hebbal Bengaluru,Hyatt Centric,Bengaluru,India,asia_pacific,1,,,,,false,
Hyatt Centric MG Road Bangalore,Hyatt Centric,Bangalore,India,asia_pacific,1,,,,,false,
Hyatt Place Hampi,Hyatt Place,Hampi,India,asia_pacific,1,,,,,false,
Hyatt Regency Kochi Malayattoor,Hyatt Regency,Kochi,India,asia_pacific,1,,,,,false,Coming soon
Hyatt Regency Thrissur,Hyatt Regency,Thrissur,India,asia_pacific,1,,,,,false,
Hyatt Regency Trivandrum,Hyatt Regency,Trivandrum,India,asia_pacific,1,,,,,false,
Hyatt Place Bhopal,Hyatt Place,Bhopal,India,asia_pacific,1,,,,,false,Newly added
Hyatt Place Aurangabad Airport,Hyatt Place,Aurangabad,India,asia_pacific,1,,,,,false,
Hyatt Place Pune Hinjawadi,Hyatt Place,Pune,India,asia_pacific,1,,,,,false,
Hyatt Pune,Hyatt,Pune,India,asia_pacific,1,,,,,false,
Hyatt Regency Pune & Residences,Hyatt Regency,Pune,India,asia_pacific,1,,,,,false,
Hyatt Regency Amritsar Hotel & Spa,Hyatt Regency,Amritsar,India,asia_pacific,1,,,,,false,
Hyatt Regency Ludhiana,Hyatt Regency,Ludhiana,India,asia_pacific,1,,,,,false,
Hyatt Place Jaipur Malviya Nagar,Hyatt Place,Jaipur,India,asia_pacific,1,,,,,false,
Hyatt Regency Chennai,Hyatt Regency,Chennai,India,asia_pacific,1,,,,,false,
Hyatt Place Hyderabad Banjara Hills,Hyatt Place,Hyderabad,India,asia_pacific,1,,,,,false,
Hyatt Regency Lucknow,Hyatt Regency,Lucknow,India,asia_pacific,1,,,,,false,
Hyatt Centric Rajpur Road Dehradun,Hyatt Centric,Dehradun,India,asia_pacific,1,,,,,false,
Hyatt Place Haridwar,Hyatt Place,Haridwar,India,asia_pacific,1,,,,,false,
Hyatt Centric Ballygunge Kolkata,Hyatt Centric,Kolkata,India,asia_pacific,1,,,,,false,
Hyatt Regency Kolkata,Hyatt Regency,Kolkata,India,asia_pacific,1,,,,,false,
Alila Solo,Alila,Solo,Indonesia,asia_pacific,1,,,,,false,
Hyatt Place Makassar,Hyatt Place,Makassar,Indonesia,asia_pacific,1,,,,,false,
Hyatt Regency Yogyakarta,Hyatt Regency,Yogyakarta,Indonesia,asia_pacific,1,,,,,false,
Hyatt Centric City Centre Kuala Lumpur,Hyatt Centric,Kuala Lumpur,Malaysia,asia_pacific,1,,,,,false,
"Hyatt House Kuala Lumpur, Mont Kiara",Hyatt House,Kuala Lumpur,Malaysia,asia_pacific,1,,,,,false,
Hyatt Place Johor Bahru Paradigm Mall,Hyatt Place,Johor Bahru,Malaysia,asia_pacific,1,,,,,false,
Hyatt Place Kuala Lumpur Bukit Jalil,Hyatt Place,Kuala Lumpur,Malaysia,asia_pacific,1,,,,,false,
Hyatt Regency Kinabalu,Hyatt Regency,Kota Kinabalu,Malaysia,asia_pacific,1,,,,,false,
Hyatt Regency Kuantan Resort,Hyatt Regency,Kuantan,Malaysia,asia_pacific,1,,,,,false,
Hyatt Centric Soalteemode Kathmandu,Hyatt Centric,Kathmandu,Nepal,asia_pacific,1,,,,,false,
Hyatt Place Butwal,Hyatt Place,Butwal,Nepal,asia_pacific,1,,,,,false,Newly added
Hyatt Regency Kathmandu,Hyatt Regency,Kathmandu,Nepal,asia_pacific,1,,,,,false,Coming soon
Hyatt Place Busan Yeonsan,Hyatt Place,Busan,South Korea,asia_pacific,1,,,,,false,Newly added
Hyatt Regency Dushanbe,Hyatt Regency,Dushanbe,Tajikistan,asia_pacific,1,,,,,false,
Hyatt Place Bangkok Sukhumvit 1,Hyatt Place,Bangkok,Thailand,asia_pacific,1,,,,,false,
Hyatt Place Bangkok Sukhumvit 24,Hyatt Place,Bangkok,Thailand,asia_pacific,1,,,,,false,
"Hyatt Place Ha Long Bay, Bai Chay",Hyatt Place,Ha Long,Vietnam,asia_pacific,1,,,,,false,
Wink Can Tho Centre,Wink,Can Tho,Vietnam,asia_pacific,1,,,,,false,Newly added
Wink Danang Centre,Wink,Danang,Vietnam,asia_pacific,1,,,,,false,Newly added
Wink Danang Riverside,Wink,Danang,Vietnam,asia_pacific,1,,,,,false,Newly added
Wink Hai Phong Centre,Wink,Hai Phong,Vietnam,asia_pacific,1,,,,,false,Newly added
Wink Saigon Centre,Wink,Ho Chi Minh City,Vietnam,asia_pacific,1,,,,,false,Newly added
Wink Tuy Hoa Beach,Wink,Tuy Hoa,Vietnam,asia_pacific,1,,,,,false,Newly added
AOLUGUYA,AOLUGUYA,,China,asia_pacific,1,,,,,false,
BEI Zhaolong Hotel,BEI,Beijing,China,asia_pacific,1,,,,,false,
Caption by Hyatt Zhongshan Park Shanghai,Caption by Hyatt,Shanghai,China,asia_pacific,1,,,,,false,
Grand Hyatt Hefei,Grand Hyatt,Hefei,China,asia_pacific,1,,,,,false,
Grand WUJI Hotel,Grand WUJI,,China,asia_pacific,1,,,,,false,
Hyatt Centric Lakeside Ningbo,Hyatt Centric,Ningbo,China,asia_pacific,1,,,,,false,
Hyatt House Chengdu Pebble Walk,Hyatt House,Chengdu,China,asia_pacific,1,,,,,false,
Hyatt House Shanghai Hongqiao CBD,Hyatt House,Shanghai,China,asia_pacific,1,,,,,false,
Hyatt House Shanghai New Hongqiao,Hyatt House,Shanghai,China,asia_pacific,1,,,,,false,
Hyatt House Shenzhen Airport,Hyatt House,Shenzhen,China,asia_pacific,1,,,,,false,
Hyatt House Yinchuan Yuecaicheng,Hyatt House,Yinchuan,China,asia_pacific,1,,,,,false,
Hyatt Place Beijing Daxing,Hyatt Place,Beijing,China,asia_pacific,1,,,,,false,
Hyatt Place Beijing Shiyuan,Hyatt Place,Beijing,China,asia_pacific,1,,,,,false,
Hyatt Place Changchun Jingyue,Hyatt Place,Changchun,China,asia_pacific,1,,,,,false,
Hyatt Place Changsha Airport,Hyatt Place,Changsha,China,asia_pacific,1,,,,,false,
Hyatt Place Chengdu Bio-Town,Hyatt Place,Chengdu,China,asia_pacific,1,,,,,false,
Hyatt Place Chengdu Pebble Walk,Hyatt Place,Chengdu,China,asia_pacific,1,,,,,false,
Hyatt Place Deqing,Hyatt Place,Deqing,China,asia_pacific,1,,,,,false,
Hyatt Place Foshan Lishui,Hyatt Place,Foshan,China,asia_pacific,1,,,,,false,
Hyatt Place Hangzhou International Airport,Hyatt Place,Hangzhou,China,asia_pacific,1,,,,,false,
Hyatt Place Huangshan Train Station,Hyatt Place,Huangshan,China,asia_pacific,1,,,,,false,
Hyatt Place Jingdezhen Taoxichuan,Hyatt Place,Jingdezhen,China,asia_pacific,1,,,,,false,
Hyatt Place Kunshan Gaoxin,Hyatt Place,Kunshan,China,asia_pacific,1,,,,,false,
Hyatt Place Linyi People's Square,Hyatt Place,Linyi,China,asia_pacific,1,,,,,false,
Hyatt Place Liuzhou,Hyatt Place,Liuzhou,China,asia_pacific,1,,,,,false,
Hyatt Place Nanchong Gaoping,Hyatt Place,Nanchong,China,asia_pacific,1,,,,,false,
Hyatt Place Nanjing Xuanwu,Hyatt Place,Nanjing,China,asia_pacific,1,,,,,false,Newly added
"Hyatt Place Nantong, Xinghu City Plaza",Hyatt Place,Nantong,China,asia_pacific,1,,,,,false,
Hyatt Place Sanya City Center,Hyatt Place,Sanya,China,asia_pacific,1,,,,,false,
Hyatt Place Shanghai Hongqiao CBD,Hyatt Place,Shanghai,China,asia_pacific,1,,,,,false,
Hyatt Place Shanghai Lingang,Hyatt Place,Shanghai,China,asia_pacific,1,,,,,false,Newly added
Hyatt Place Shanghai Lingang Xinchen International Conference Center,Hyatt Place,Shanghai,China,asia_pacific,1,,,,,false,Newly added
Hyatt Place Shanghai New Hongqiao,Hyatt Place,Shanghai,China,asia_pacific,1,,,,,false,
Hyatt Place Shanghai Tianshan Plaza,Hyatt Place,Shanghai,China,asia_pacific,1,,,,,false,
Hyatt Place Shaoxing Keqiao,Hyatt Place,Shaoxing,China,asia_pacific,1,,,,,false,
Hyatt Place Shenzhen Airport,Hyatt Place,Shenzhen,China,asia_pacific,1,,,,,false,
Hyatt Place Shenzhen Dongmen,Hyatt Place,Shenzhen,China,asia_pacific,1,,,,,false,
Hyatt Place Shenzhen Longgang,Hyatt Place,Shenzhen,China,asia_pacific,1,,,,,false,Newly added
Hyatt Place Taiyuan Longcheng,Hyatt Place,Taiyuan,China,asia_pacific,1,,,,,false,
Hyatt Place Yantai Development Zone,Hyatt Place,Yantai,China,asia_pacific,1,,,,,false,
Hyatt Place Yinchuan Yuecaicheng,Hyatt Place,Yinchuan,China,asia_pacific,1,,,,,false,
Hyatt Place Zhuhai Jinshi,Hyatt Place,Zhuhai,China,asia_pacific,1,,,,,false,
Hyatt Regency Changchun,Hyatt Regency,Changchun,China,asia_pacific,1,,,,,false,
Hyatt Regency Changshu Kuncheng Lake,Hyatt Regency,Changshu,China,asia_pacific,1,,,,,false,
Hyatt Regency Chongming,Hyatt Regency,Chongming,China,asia_pacific,1,,,,,false,
Hyatt Regency Chongqing,Hyatt Regency,Chongqing,China,asia_pacific,1,,,,,false,
Hyatt Regency Dongguan,Hyatt Regency,Dongguan,China,asia_pacific,1,,,,,false,
Hyatt Regency Fuzhou Cangshan,Hyatt Regency,Fuzhou,China,asia_pacific,1,,,,,false,
Hyatt Regency Guangzhou Zengcheng,Hyatt Regency,Guangzhou,China,asia_pacific,1,,,,,false,
Hyatt Regency Guiyang,Hyatt Regency,Guiyang,China,asia_pacific,1,,,,,false,
Hyatt Regency Hainan Ocean Paradise Resort,Hyatt Regency,Hainan,China,asia_pacific,1,,,,,false,
Hyatt Regency Hangzhou International Airport,Hyatt Regency,Hangzhou,China,asia_pacific,1,,,,,false,
Hyatt Regency Hengqin,Hyatt Regency,Hengqin,China,asia_pacific,1,,,,,false,
Hyatt Regency Huangshan Hengjiangwan,Hyatt Regency,Huangshan,China,asia_pacific,1,,,,,false,
Hyatt Regency Jinan,Hyatt Regency,Jinan,China,asia_pacific,1,,,,,false,
Hyatt Regency Lanzhou,Hyatt Regency,Lanzhou,China,asia_pacific,1,,,,,false,
Hyatt Regency Metropolitan Chongqing,Hyatt Regency,Chongqing,China,asia_pacific,1,,,,,false,
Hyatt Regency Ningbo Hangzhou Bay,Hyatt Regency,Ningbo,China,asia_pacific,1,,,,,false,
Hyatt Regency Shanghai Jiading,Hyatt Regency,Shanghai,China,asia_pacific,1,,,,,false,
Hyatt Regency Shanghai Lingang,Hyatt Regency,Shanghai,China,asia_pacific,1,,,,,false,Newly added
Hyatt Regency Shanghai Songjiang,Hyatt Regency,Shanghai,China,asia_pacific,1,,,,,false,
Hyatt Regency Shenzhen Airport,Hyatt Regency,Shenzhen,China,asia_pacific,1,,,,,false,
Hyatt Regency Shenzhen Yantian,Hyatt Regency,Shenzhen,China,asia_pacific,1,,,,,false,
Hyatt Regency Suzhou,Hyatt Regency,Suzhou,China,asia_pacific,1,,,,,false,
Hyatt Regency Tianjin East,Hyatt Regency,Tianjin,China,asia_pacific,1,,,,,false,
Hyatt Regency Wuhan Optics Valley,Hyatt Regency,Wuhan,China,asia_pacific,1,,,,,false,
Hyatt Regency Xiamen Wuyuanwan,Hyatt Regency,Xiamen,China,asia_pacific,1,,,,,false,
Hyatt Regency Zhuzhou,Hyatt Regency,Zhuzhou,China,asia_pacific,1,,,,,false,
Kapok Rizhao,Kapok,Rizhao,China,asia_pacific,1,,,,,false,
Kapok Shenzhen Luohu,Kapok,Shenzhen,China,asia_pacific,1,,,,,false,
KYLN Hotel Suzhou,KYLN Hotel,Suzhou,China,asia_pacific,1,,,,,false,Newly added
Mumian Beijing Daxing International Airport,Mumian,Beijing,China,asia_pacific,1,,,,,false,
Mumian Chengdu Dong'an Lake Resort,Mumian,Chengdu,China,asia_pacific,1,,,,,false,
The Perennial Tianjin,The Perennial,Tianjin,China,asia_pacific,1,,,,,false,
UrCove Aksu Century Square,UrCove,Aksu,China,asia_pacific,1,,,,,false,
UrCove Altay,UrCove,Altay,China,asia_pacific,1,,,,,false,Newly added
UrCove Beijing Changping,UrCove,Beijing,China,asia_pacific,1,,,,,false,
UrCove Beijing Forbidden City,UrCove,Beijing,China,asia_pacific,1,,,,,false,
UrCove Beijing International Exhibition Center,UrCove,Beijing,China,asia_pacific,1,,,,,false,
UrCove Beijing Tiantan Hospital Advanced Business Park,UrCove,Beijing,China,asia_pacific,1,,,,,false,
UrCove Beijing Wangjing 798 Art Zone,UrCove,Beijing,China,asia_pacific,1,,,,,false,Opening soon
UrCove Beijing Zhongguancun Peking University,UrCove,Beijing,China,asia_pacific,1,,,,,false,Newly added
UrCove Cangzhou Grand Canal,UrCove,Cangzhou,China,asia_pacific,1,,,,,false,
UrCove Chengdu Wenshufang Chunxi Road,UrCove,Chengdu,China,asia_pacific,1,,,,,false,
UrCove Chengdu Yulin Road Sichuan Gymnasium,UrCove,Chengdu,China,asia_pacific,1,,,,,false,
UrCove Chongqing Jiefangbei Hongyadong,UrCove,Chongqing,China,asia_pacific,1,,,,,false,Newly added
UrCove Chongqing Liangjiang New Area,UrCove,Chongqing,China,asia_pacific,1,,,,,false,
UrCove Dongguan Fenggang,UrCove,Dongguan,China,asia_pacific,1,,,,,false,
UrCove Foshan Downtown,UrCove,Foshan,China,asia_pacific,1,,,,,false,
UrCove Foshan Tanzhou International Convention and Exhibition Center,UrCove,Foshan,China,asia_pacific,1,,,,,false,Coming soon
UrCove Guangzhou Canton Tower Exhibition Center,UrCove,Guangzhou,China,asia_pacific,1,,,,,false,
UrCove Guangzhou Huadu Baiyun International Airport,UrCove,Guangzhou,China,asia_pacific,1,,,,,false,
UrCove Hangzhou North Grand Canal,UrCove,Hangzhou,China,asia_pacific,1,,,,,false,
UrCove Hangzhou Qiantang,UrCove,Hangzhou,China,asia_pacific,1,,,,,false,Newly added
UrCove Hangzhou Riverside CBD,UrCove,Hangzhou,China,asia_pacific,1,,,,,false,Coming soon
UrCove Hangzhou Xiaoshan Jiangnan Technology City,UrCove,Hangzhou,China,asia_pacific,1,,,,,false,
UrCove Hefei Eco-Tech Development Area,UrCove,Hefei,China,asia_pacific,1,,,,,false,
UrCove Hefei Shushan,UrCove,Hefei,China,asia_pacific,1,,,,,false,Newly added
UrCove Jiashan Center,UrCove,Jiashan,China,asia_pacific,1,,,,,false,
UrCove Kashgar Ancient City,UrCove,Kashgar,China,asia_pacific,1,,,,,false,
UrCove Kashgar Ancient City Kunlun Tower Resort,UrCove,Kashgar,China,asia_pacific,1,,,,,false,
UrCove Lanzhou Xiguan Cross Zhongshan Bridge,UrCove,Lanzhou,China,asia_pacific,1,,,,,false,
UrCove Lhasa Potala Palace,UrCove,Lhasa,China,asia_pacific,1,,,,,false,
UrCove Lianyungang Railway Station Suning Plaza,UrCove,Lianyungang,China,asia_pacific,1,,,,,false,
